uuid,baked_img,name,rarity,team,team_short_name,ovr,display_position,age,bat_hand,throw_hand,weight,height,is_hitter,stamina,pitching_clutch,hits_per_bf,k_per_bf,bb_per_bf,hr_per_bf,pitch_velocity,pitch_control,pitch_movement,contact_left,contact_right,power_left,power_right,plate_vision,plate_discipline,batting_clutch,bunting_ability,drag_bunting_ability,hitting_durability,fielding_durability,fielding_ability,arm_strength,arm_accuracy,reaction_time,blocking,speed,baserunning_ability,baserunning_aggression,new_rank,year,mlb_id,season,update,date,old_rank,new_rarity,old_rarity,delta_rank,season_gp,season_vl_gp,season_vl_h,season_vl_2b,season_vl_3b,season_vl_hr,season_vl_tb,season_vl_so,season_vl_pa,season_vl_bb,season_vl_hbp,season_vl_ab,season_vl_rbi,season_vl_pitches_per_pa,season_vl_avg,season_vl_obp,season_vl_slug,season_vl_ops,season_vl_babip,season_vr_gp,season_vr_h,season_vr_2b,season_vr_3b,season_vr_hr,season_vr_tb,season_vr_so,season_vr_pa,season_vr_bb,season_vr_hbp,season_vr_ab,season_vr_rbi,season_vr_pitches_per_pa,season_vr_avg,season_vr_obp,season_vr_slug,season_vr_ops,season_vr_babip,season_risp_gp,season_risp_h,season_risp_2b,season_risp_3b,season_risp_hr,season_risp_tb,season_risp_so,season_risp_pa,season_risp_bb,season_risp_hbp,season_risp_ab,season_risp_rbi,season_risp_pitches_per_pa,season_risp_avg,season_risp_obp,season_risp_slug,season_risp_ops,season_risp_babip,3wk_gp,3wk_vl_gp,3wk_vl_h,3wk_vl_2b,3wk_vl_3b,3wk_vl_hr,3wk_vl_tb,3wk_vl_so,3wk_vl_pa,3wk_vl_bb,3wk_vl_hbp,3wk_vl_ab,3wk_vl_rbi,3wk_vl_pitches_per_pa,3wk_vl_avg,3wk_vl_obp,3wk_vl_slug,3wk_vl_ops,3wk_vl_babip,3wk_vr_gp,3wk_vr_h,3wk_vr_2b,3wk_vr_3b,3wk_vr_hr,3wk_vr_tb,3wk_vr_so,3wk_vr_pa,3wk_vr_bb,3wk_vr_hbp,3wk_vr_ab,3wk_vr_rbi,3wk_vr_pitches_per_pa,3wk_vr_avg,3wk_vr_obp,3wk_vr_slug,3wk_vr_ops,3wk_vr_babip,3wk_risp_gp,3wk_risp_h,3wk_risp_2b,3wk_risp_3b,3wk_risp_hr,3wk_risp_tb,3wk_risp_so,3wk_risp_pa,3wk_risp_bb,3wk_risp_hbp,3wk_risp_ab,3wk_risp_rbi,3wk_risp_pitches_per_pa,3wk_risp_avg,3wk_risp_obp,3wk_risp_slug,3wk_risp_ops,3wk_risp_babip,1wk_gp,1wk_vl_gp,1wk_vl_h,1wk_vl_2b,1wk_vl_3b,1wk_vl_hr,1wk_vl_tb,1wk_vl_so,1wk_vl_pa,1wk_vl_bb,1wk_vl_hbp,1wk_vl_ab,1wk_vl_rbi,1wk_vl_pitches_per_pa,1wk_vl_avg,1wk_vl_obp,1wk_vl_slug,1wk_vl_ops,1wk_vl_babip,1wk_vr_gp,1wk_vr_h,1wk_vr_2b,1wk_vr_3b,1wk_vr_hr,1wk_vr_tb,1wk_vr_so,1wk_vr_pa,1wk_vr_bb,1wk_vr_hbp,1wk_vr_ab,1wk_vr_rbi,1wk_vr_pitches_per_pa,1wk_vr_avg,1wk_vr_obp,1wk_vr_slug,1wk_vr_ops,1wk_vr_babip,1wk_risp_gp,1wk_risp_h,1wk_risp_2b,1wk_risp_3b,1wk_risp_hr,1wk_risp_tb,1wk_risp_so,1wk_risp_pa,1wk_risp_bb,1wk_risp_hbp,1wk_risp_ab,1wk_risp_rbi,1wk_risp_pitches_per_pa,1wk_risp_avg,1wk_risp_obp,1wk_risp_slug,1wk_risp_ops,1wk_risp_babip,ovr_vl_GP,ovr_vl_AB,ovr_vl_H,ovr_vl_BB,ovr_vl_HBP,ovr_vl_SF,ovr_vl_TB,ovr_vl_RBI,ovr_vl_P,ovr_vl_AVG,ovr_vl_OBP,ovr_vl_SLG,ovr_vl_OPS,ovr_vl_BABIP,ovr_vr_GP,ovr_vr_AB,ovr_vr_H,ovr_vr_BB,ovr_vr_HBP,ovr_vr_SF,ovr_vr_TB,ovr_vr_RBI,ovr_vr_P,ovr_vr_AVG,ovr_vr_OBP,ovr_vr_SLG,ovr_vr_OPS,ovr_vr_BABIP,ovr_risp_GP,ovr_risp_AB,ovr_risp_H,ovr_risp_BB,ovr_risp_HBP,ovr_risp_SF,ovr_risp_TB,ovr_risp_RBI,ovr_risp_P,ovr_risp_AVG,ovr_risp_OBP,ovr_risp_SLG,ovr_risp_OPS,ovr_risp_BABIP,ovr_ovr_GP,ovr_ovr_AB,ovr_ovr_H,ovr_ovr_BB,ovr_ovr_HBP,ovr_ovr_SF,ovr_ovr_TB,ovr_ovr_RBI,ovr_ovr_P,ovr_ovr_AVG,ovr_ovr_OBP,ovr_ovr_SLG,ovr_ovr_OPS,ovr_ovr_BABIP
56c2bce1186ca3b2a1efa9f5cdb4b03d,https://cards.theshow.com/mlb25/56c2bce1186ca3b2a1efa9f5cdb4b03d-baked.webp,César Salazar,Common,Astros,HOU,63,C,28,L,R,198 lbs,"5'8""",True,0,0,0,0,0,0,0,10,10,45,52,27,34,48,20,30,26,21,78,0,66,45,70,85,70,25,0,0,63,2025,663967,0,current,05/17/2025,63,Common,Common,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,200,250,50,0,25,0,50,50,975,0.2,0.2727,0.2,0.4727,0.3333,500,825,200,75,25,50,250,150,3850,0.2424,0.3077,0.303,0.6107,0.2963,250,325,125,25,25,50,150,200,0,0.3846,0.4118,0.4615,0.8733,0.3846,700,1075,250,75,50,50,300,200,4825,0.2326,0.3,0.2791,0.5791,0.303
f11467d555d7202d402c812d3ba2dd06,https://cards.theshow.com/mlb25/f11467d555d7202d402c812d3ba2dd06-baked.webp,Chas McCormick,Bronze,Astros,HOU,74,CF,29,R,L,208 lbs,"6'0""",True,0,0,0,0,0,0,0,10,10,63,51,51,56,47,55,55,44,35,84,0,82,69,54,79,0,78,55,65,74,2025,676801,0,current,05/17/2025,74,Bronze,Bronze,0,29,29,2,1,0,0,3,0,7,1,0,5,0,2.5714,0.4,0.5,0.6,1.1,0.4,29,5,0,0,0,5,11,32,4,0,25,0,3.1875,0.2,0.3103,0.2,0.5103,0.3571,29,4,1,0,0,5,3,12,1,0,7,0,2.3333,0.5714,0.625,0.7143,1.3393,1.0,11,11,2,1,0,0,3,0,4,1,0,3,0,3.25,0.6667,0.75,1.0,1.75,0.6667,11,1,0,0,0,1,4,10,0,0,9,0,2.8,0.1111,0.1111,0.1111,0.2222,0.2,11,2,1,0,0,3,2,5,0,0,4,0,2.6,0.5,0.5,0.75,1.25,1.0,5,5,0,0,0,0,0,0,2,1,0,1,0,3.5,0.0,0.5,0.0,0.5,0.0,5,0,0,0,0,0,0,1,0,0,1,0,2.0,0.0,0.0,0.0,0.0,0.0,5,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,5150,9650,2775,1025,100,50,4875,1575,43475,0.2876,0.3603,0.5052,0.8655,0.3473,8875,22550,5275,2175,400,275,8725,3200,98550,0.2339,0.3091,0.3869,0.696,0.3009,5925,7775,2075,850,75,325,3500,3250,0,0.2669,0.3324,0.4502,0.7826,0.3288,14025,32200,8050,3200,500,325,13600,4775,142025,0.25,0.3244,0.4224,0.7468,0.3152
af5318d36846b067d56b9a6439519319,https://cards.theshow.com/mlb25/af5318d36846b067d56b9a6439519319-baked.webp,Chris Roller,Bronze,Free Agents,FA,68,CF,28,R,R,190 lbs,"6'0""",True,0,0,0,0,0,0,0,10,10,53,52,42,40,44,38,39,43,24,79,0,74,66,68,70,0,73,40,38,68,2025,676896,0,current,05/17/2025,68,Bronze,Bronze,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,25,25,0,0,0,0,0,0,150,0.0,0.0,0.0,0.0,0.0,25,25,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,25,25,0,0,0,0,0,0,150,0.0,0.0,0.0,0.0,0.0
6d8a7c159bc101a2d6d56071f9237b10,https://cards.theshow.com/mlb25/6d8a7c159bc101a2d6d56071f9237b10-baked.webp,Chadwick Tromp,Common,Free Agents,FA,64,C,29,R,R,221 lbs,"5'8""",True,0,0,0,0,0,0,0,10,10,38,32,52,44,46,26,39,35,25,88,0,68,55,72,64,72,5,0,0,64,2025,644433,0,current,05/17/2025,64,Common,Common,0,2,2,0,0,0,0,0,1,2,0,0,2,0,4.0,0.0,0.0,0.0,0.0,0.0,2,0,0,0,0,0,1,4,1,0,3,0,2.5,0.0,0.25,0.0,0.25,0.0,2,0,0,0,0,0,1,1,0,0,1,0,6.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,625,1300,375,0,0,0,625,250,5050,0.2885,0.2885,0.4808,0.7693,0.3514,1100,2475,500,50,0,75,875,300,9625,0.202,0.2115,0.3535,0.565,0.2656,725,850,250,0,0,75,400,400,0,0.2941,0.2703,0.4706,0.7409,0.3333,1725,3775,875,50,0,75,1500,550,14675,0.2318,0.2372,0.3974,0.6346,0.297
e0b51141fe21d17458eb19732836de97,https://cards.theshow.com/mlb25/e0b51141fe21d17458eb19732836de97-baked.webp,Chandler Redmond,Common,Free Agents,FA,60,1B,28,L,R,231 lbs,"6'1""",True,0,0,0,0,0,0,0,10,10,44,49,47,52,26,31,38,35,25,78,0,60,56,66,59,0,59,28,24,60,2025,687470,0,current,05/17/2025,60,Common,Common,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
255fa8a4d17bbc730404a45e810ef7a3,https://cards.theshow.com/mlb25/255fa8a4d17bbc730404a45e810ef7a3-baked.webp,Chase Meidroth,Common,White Sox,CWS,64,2B,23,R,R,170 lbs,"5'10""",True,0,0,0,0,0,0,0,10,10,48,43,43,40,50,24,34,27,21,84,0,73,66,68,64,0,66,26,24,64,2025,805367,0,current,05/17/2025,64,Common,Common,0,23,23,12,0,0,1,15,6,39,6,0,33,2,3.5641,0.3636,0.4615,0.4545,0.9161,0.4231,23,10,2,0,0,12,8,49,5,0,44,2,2.8367,0.2273,0.3061,0.2727,0.5788,0.2778,23,7,2,0,0,9,1,13,3,0,10,2,3.4615,0.7,0.7692,0.9,1.6692,0.7778,14,14,8,0,0,1,11,5,24,3,0,21,2,3.5,0.381,0.4583,0.5238,0.9821,0.4667,14,7,2,0,0,9,5,33,3,0,30,1,2.7273,0.2333,0.303,0.3,0.603,0.28,14,5,2,0,0,7,1,9,1,0,8,2,3.7778,0.625,0.6667,0.875,1.5417,0.7143,6,6,4,0,0,1,7,1,11,2,0,9,1,4.0909,0.4444,0.5455,0.7778,1.3232,0.4286,6,5,1,0,0,6,4,15,0,0,15,1,2.4,0.3333,0.3333,0.4,0.7333,0.4545,6,3,1,0,0,4,1,6,1,0,5,1,4.0,0.6,0.6667,0.8,1.4667,0.75,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
8c2212fd9f104d3d81c3f1be9c51057e,https://cards.theshow.com/mlb25/8c2212fd9f104d3d81c3f1be9c51057e-baked.webp,Chris Taylor,Bronze,Dodgers,LAD,69,2B,34,R,R,196 lbs,"6'0""",True,0,0,0,0,0,0,0,10,10,36,53,59,48,34,77,66,35,33,81,0,70,80,72,52,0,68,62,64,69,2025,621035,0,current,05/17/2025,69,Bronze,Bronze,0,28,28,3,1,0,0,4,4,12,0,0,12,0,2.4167,0.25,0.25,0.3333,0.5833,0.375,28,4,1,0,0,5,9,23,0,0,23,2,3.5217,0.1739,0.1739,0.2174,0.3913,0.2857,28,3,2,0,0,5,2,6,0,0,6,2,3.3333,0.5,0.5,0.8333,1.3333,0.75,14,14,2,1,0,0,3,3,7,0,0,7,0,2.4286,0.2857,0.2857,0.4286,0.7143,0.5,14,2,1,0,0,3,6,16,0,0,16,1,3.6875,0.125,0.125,0.1875,0.3125,0.2,14,2,2,0,0,4,1,3,0,0,3,1,4.0,0.6667,0.6667,1.3333,2.0,1.0,4,4,1,1,0,0,2,2,4,0,0,4,0,3.0,0.25,0.25,0.5,0.75,0.5,4,0,0,0,0,0,0,4,0,0,4,0,2.5,0.0,0.0,0.0,0.0,0.0,4,1,1,0,0,2,1,2,0,0,2,0,3.5,0.5,0.5,1.0,1.5,1.0,15325,27950,6775,3525,150,175,12050,3275,133725,0.2424,0.3286,0.4311,0.7597,0.324,22400,55850,14200,5600,825,325,23400,7500,255475,0.2543,0.3295,0.419,0.7485,0.3453,16125,20150,5225,3100,300,500,8600,8000,0,0.2593,0.3586,0.4268,0.7854,0.3433,37725,83800,20975,9125,975,500,35450,10775,389200,0.2503,0.3292,0.423,0.7522,0.3383
6a5ede84f72022a07c28138899bc6d56,https://cards.theshow.com/mlb25/6a5ede84f72022a07c28138899bc6d56-baked.webp,Christian Bethancourt,Bronze,Free Agents,FA,72,C,33,R,R,205 lbs,"6'3""",True,27,24,30,43,17,13,72,38,56,36,45,50,43,43,30,48,54,25,80,0,59,98,87,80,50,57,12,8,72,2025,542194,0,current,05/17/2025,72,Bronze,Bronze,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,4850,8775,2050,550,50,25,3250,925,32450,0.2336,0.2819,0.3704,0.6523,0.288,8450,22250,5050,650,50,75,7975,2450,80025,0.227,0.2497,0.3584,0.6081,0.2792,5800,7850,1900,275,25,100,2775,2500,0,0.242,0.2667,0.3535,0.6202,0.2987,13300,31025,7100,1200,100,100,11225,3375,112475,0.2288,0.2591,0.3618,0.6209,0.2817
0eb3f5b85dcdcc7c67a30fe14f5ba1ef,https://cards.theshow.com/mlb25/0eb3f5b85dcdcc7c67a30fe14f5ba1ef-baked.webp,Christian Arroyo,Bronze,Free Agents,FA,67,2B,29,R,R,220 lbs,"6'1""",True,0,0,0,0,0,0,0,10,10,46,70,50,32,64,30,76,64,28,79,0,58,47,72,62,0,53,12,24,67,2025,624414,0,current,05/17/2025,67,Bronze,Bronze,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,4375,8550,2225,350,50,50,3450,975,33700,0.2602,0.2917,0.4035,0.6952,0.3264,5850,14375,3550,925,275,75,5575,2025,57700,0.247,0.3035,0.3878,0.6913,0.2902,4300,5750,1600,375,150,125,2675,2475,0,0.2783,0.332,0.4652,0.7972,0.3161,10225,22925,5775,1275,325,125,9025,3000,91400,0.2519,0.2992,0.3937,0.6929,0.3031
9f11613b39f4da29a80219e31bad14d9,https://cards.theshow.com/mlb25/9f11613b39f4da29a80219e31bad14d9-baked.webp,Chandler Simpson,Bronze,Rays,TB,70,CF,24,L,R,170 lbs,"5'11""",True,0,0,0,0,0,0,0,10,10,49,55,16,20,62,39,46,53,50,84,0,67,66,65,82,0,99,99,99,70,2025,802415,0,current,05/17/2025,70,Bronze,Bronze,0,25,25,6,0,0,0,6,3,26,1,0,25,0,1.8846,0.24,0.2692,0.24,0.5092,0.2727,25,22,4,0,0,26,9,73,3,0,68,9,2.2192,0.3235,0.3472,0.3824,0.7296,0.3667,25,15,4,0,0,19,0,22,1,0,21,7,1.5455,0.7143,0.7273,0.9048,1.632,0.7143,19,19,4,0,0,0,4,3,20,1,0,19,0,1.9,0.2105,0.25,0.2105,0.4605,0.25,19,17,3,0,0,20,5,55,2,0,51,7,2.0545,0.3333,0.3519,0.3922,0.744,0.3617,19,12,3,0,0,15,0,17,0,0,17,5,1.4706,0.7059,0.7059,0.8824,1.5882,0.7059,7,7,1,0,0,0,1,0,4,1,0,3,0,2.25,0.3333,0.5,0.3333,0.8333,0.3333,7,10,3,0,0,13,2,24,0,0,24,4,2.125,0.4167,0.4167,0.5417,0.9583,0.4545,7,7,3,0,0,10,0,8,0,0,8,3,2.125,0.875,0.875,1.25,2.125,0.875,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
1c215ee983a4b11070e74969d9612e1d,https://cards.theshow.com/mlb25/1c215ee983a4b11070e74969d9612e1d-baked.webp,Christian Walker,Gold,Astros,HOU,80,1B,33,R,R,208 lbs,"6'0""",True,0,0,0,0,0,0,0,10,10,66,59,78,73,55,63,50,35,25,98,0,96,33,81,90,0,36,48,46,80,2025,572233,0,current,05/17/2025,80,Gold,Gold,0,44,44,2,1,0,0,3,8,25,3,0,21,3,3.6,0.0952,0.2,0.1429,0.3429,0.1429,44,33,7,1,5,57,43,159,10,4,145,16,3.0692,0.2276,0.2956,0.3931,0.6887,0.2887,44,19,8,1,0,29,8,39,3,1,34,10,2.8205,0.5588,0.5897,0.8529,1.4427,0.7037,20,20,1,0,0,0,1,5,13,0,0,12,3,3.2308,0.0833,0.0769,0.0833,0.1603,0.125,20,17,5,1,2,30,17,73,5,1,67,10,3.1507,0.2537,0.3151,0.4478,0.7628,0.3125,20,11,5,1,0,18,5,23,2,0,20,8,3.1304,0.55,0.5652,0.9,1.4652,0.6875,8,8,1,0,0,0,1,2,5,0,0,4,3,2.8,0.25,0.2,0.25,0.45,0.3333,8,5,1,1,1,11,8,30,3,1,26,6,3.3,0.1923,0.3,0.4231,0.7231,0.2353,8,5,1,1,0,8,2,10,1,0,8,6,3.5,0.625,0.6,1.0,1.6,0.7143,11075,19825,4950,2725,250,175,8925,2900,94625,0.2497,0.3449,0.4502,0.7951,0.2865,18875,52175,13050,5225,800,550,24400,8175,233150,0.2501,0.3247,0.4677,0.7924,0.2826,14675,19025,4325,3175,425,725,8000,7225,0,0.2273,0.3394,0.4205,0.7599,0.2486,29950,72000,18000,7950,1050,725,33325,11075,327775,0.25,0.3304,0.4628,0.7932,0.2837
4f41c525e66cdacd3fb3e55371cd9f33,https://cards.theshow.com/mlb25/4f41c525e66cdacd3fb3e55371cd9f33-baked.webp,Christian Cairo,Common,Free Agents,FA,63,3B,23,R,R,185 lbs,"5'9""",True,0,0,0,0,0,0,0,10,10,46,42,29,26,46,34,38,39,34,79,0,76,74,75,79,0,79,46,42,63,2025,686551,0,current,05/17/2025,63,Common,Common,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
fb08818732dc3942a4423f03f19a9cd0,https://cards.theshow.com/mlb25/fb08818732dc3942a4423f03f19a9cd0-baked.webp,Christian Yelich,Gold,Brewers,MIL,82,LF,33,L,R,206 lbs,"6'3""",True,0,0,0,0,0,0,0,10,10,76,83,59,70,66,90,105,35,29,94,0,65,60,52,44,0,74,89,75,82,2025,592885,0,current,05/17/2025,82,Gold,Gold,0,44,44,7,0,0,0,7,24,64,7,1,56,5,3.4219,0.125,0.2344,0.125,0.3594,0.2188,44,25,4,0,7,50,29,122,13,1,107,21,3.2131,0.2336,0.3197,0.4673,0.787,0.25,44,10,4,0,0,14,10,42,7,0,35,7,3.1429,0.2857,0.4048,0.4,0.8048,0.4,18,18,1,0,0,0,1,13,27,2,0,25,0,3.3333,0.04,0.1111,0.04,0.1511,0.0833,18,10,1,0,2,17,15,50,3,1,46,5,3.04,0.2174,0.28,0.3696,0.6496,0.2759,18,2,1,0,0,3,5,17,2,0,15,0,2.9412,0.1333,0.2353,0.2,0.4353,0.2,7,7,0,0,0,0,0,5,8,1,0,7,0,3.625,0.0,0.125,0.0,0.125,0.0,7,5,1,0,1,9,5,21,0,1,20,1,3.0,0.25,0.2857,0.45,0.7357,0.2857,7,1,1,0,0,2,1,6,1,0,5,0,3.6667,0.2,0.3333,0.4,0.7333,0.25,22600,39925,10875,4250,350,175,16925,4875,176925,0.2724,0.3462,0.4239,0.7701,0.3354,34100,98450,28875,15000,775,475,47525,13825,479125,0.2933,0.3893,0.4827,0.872,0.354,23925,29675,8725,5650,225,650,14975,13425,0,0.294,0.4033,0.5046,0.9079,0.3387,56700,138375,39750,19250,1125,650,64450,18700,656050,0.2873,0.3772,0.4658,0.843,0.3486
